Id,MSSubClass,Neighborhood,HouseStyle,RoofStyle,Condition1,SaleCondition,Fence,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,LotArea,TotalBsmtSF,GarageCars,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,SalePrice
764,20,SawyerW,1.5Fin,Flat,Feedr,Abnorml,NA,4,5,1966,1974,3987.0,13813.0,58.0,2.0,1.0,0.0,5.0,2.0,8.0,3.0,156.0,345.0,326398.24908120313
765,70,Edwards,1Story,Flat,PosN,Normal,NA,7,3,1984,2010,1960.0,18828.0,205.0,1.0,3.0,0.0,5.0,1.0,7.0,0.0,332.0,327.0,263929.6855499496
766,45,Sawyer,1Story,Gable,Norm,Partial,NA,4,7,1966,1987,3134.0,3913.0,658.0,0.0,1.0,0.0,4.0,1.0,8.0,1.0,382.0,135.0,286904.8199951734
767,85,Gilbert,SFoyer,Gable,Artery,Normal,NA,8,6,1939,1946,2228.0,19712.0,1474.0,3.0,1.0,1.0,4.0,2.0,8.0,3.0,0.0,0.0,334131.6413615107
768,30,Somerst,SFoyer,Hip,Feedr,Normal,MnWw,7,5,1937,1940,3512.0,9313.0,1416.0,2.0,3.0,1.0,5.0,1.0,7.0,2.0,281.0,0.0,390483.48176021175
769,90,CollgCr,1Story,Mansard,PosN,Normal,MnPrv,8,6,1977,2010,2946.0,1973.0,173.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,253.0,311833.7893017535
770,30,Edwards,SLvl,Gambrel,RRAe,Normal,MnWw,8,6,1995,2000,1193.0,7224.0,119.0,,1.0,1.0,5.0,1.0,8.0,0.0,0.0,163.0,186889.4148033995
771,90,Gilbert,2Story,Flat,Norm,Normal,NA,7,8,1914,1934,1251.0,10056.0,1312.0,0.0,2.0,0.0,5.0,2.0,8.0,2.0,9.0,0.0,228278.9382621629
772,30,SawyerW,2Story,Gambrel,Feedr,Normal,NA,7,9,1993,2010,4009.0,14020.0,719.0,,2.0,0.0,2.0,2.0,5.0,3.0,455.0,0.0,389294.7620641037
773,20,NAmes,2Story,Hip,RRAe,Normal,NA,8,7,1992,2010,2578.0,11977.0,1584.0,,3.0,0.0,1.0,1.0,4.0,0.0,454.0,0.0,349046.667635687
774,20,Sawyer,1.5Fin,Mansard,Artery,Normal,NA,8,7,1912,1925,1602.0,4015.0,596.0,1.0,3.0,1.0,3.0,2.0,5.0,0.0,792.0,348.0,250900.66592777523
775,85,NWAmes,1Story,Hip,Artery,Normal,NA,8,7,1912,1917,1073.0,10532.0,,2.0,1.0,0.0,4.0,1.0,6.0,1.0,408.0,0.0,217259.15846626603
776,50,SawyerW,1.5Fin,Gambrel,Norm,Normal,NA,3,6,1977,2010,1013.0,5805.0,438.0,1.0,3.0,1.0,5.0,2.0,8.0,0.0,719.0,86.0,131481.33545682247
777,60,Somerst,2Story,Flat,Artery,Normal,NA,7,7,1993,2010,4179.0,6486.0,533.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,113.0,363530.22022248514
778,85,CollgCr,1Story,Gambrel,Norm,Normal,NA,5,4,1943,1945,4404.0,14660.0,1412.0,2.0,0.0,0.0,2.0,2.0,6.0,1.0,556.0,0.0,379943.90953112533
779,45,OldTown,2Story,Gable,Feedr,Normal,NA,8,7,1971,1980,2073.0,16360.0,942.0,0.0,3.0,1.0,4.0,1.0,7.0,2.0,721.0,0.0,306499.97971773817
780,70,NWAmes,SFoyer,Mansard,Feedr,Abnorml,NA,7,9,2010,2010,1306.0,4390.0,1318.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,122.0,0.0,259050.4548778058
781,45,NWAmes,SFoyer,Hip,RRAe,Normal,NA,6,4,1935,1943,2175.0,12643.0,157.0,0.0,1.0,1.0,4.0,1.0,7.0,1.0,453.0,0.0,201434.0670996495
782,20,Gilbert,2Story,Flat,Artery,Normal,GdWo,5,7,1924,1943,1046.0,9307.0,1070.0,1.0,2.0,0.0,2.0,2.0,5.0,2.0,735.0,220.0,188870.01894939516
783,120,CollgCr,2Story,Gambrel,Artery,Normal,NA,6,8,2010,2010,2698.0,7728.0,917.0,2.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,144.0,327464.5953512881
784,50,CollgCr,SFoyer,Gambrel,PosN,Normal,NA,7,5,1931,1970,3004.0,14688.0,1821.0,,3.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,350660.8729719765
785,90,Somerst,SFoyer,Flat,Feedr,Normal,NA,5,6,1952,1983,4441.0,6103.0,846.0,0.0,1.0,1.0,4.0,1.0,6.0,3.0,335.0,382.0,387226.4131577032
786,60,NridgHt,SLvl,Mansard,RRAe,Normal,NA,4,8,1949,1988,1775.0,15661.0,,0.0,2.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,210575.24802293332
787,90,NAmes,SLvl,Mansard,PosN,Abnorml,MnPrv,9,9,1958,1960,1291.0,8913.0,1394.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,503.0,303.0,257851.26549160146
788,40,Gilbert,SLvl,Gambrel,Norm,Normal,NA,8,4,1929,1947,1033.0,,299.0,1.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,398.0,193003.82600722363
789,70,NridgHt,SLvl,Gable,RRAe,Normal,GdWo,5,5,1975,1988,2008.0,16156.0,1818.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,0.0,240799.48561787032
790,50,NAmes,1.5Fin,Gambrel,Norm,Normal,MnWw,5,7,1976,2007,2904.0,17261.0,766.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,136.0,287.0,316140.8794214165
791,120,NAmes,2Story,Flat,RRAe,Abnorml,NA,10,5,1922,1963,766.0,11916.0,1569.0,3.0,0.0,0.0,4.0,1.0,6.0,2.0,231.0,359.0,296996.05468014535
792,50,Somerst,2Story,Flat,Feedr,Normal,MnWw,7,5,1953,1964,3535.0,14893.0,1311.0,1.0,2.0,1.0,5.0,1.0,8.0,0.0,603.0,0.0,396136.2679750273
793,85,Sawyer,2Story,Mansard,Feedr,Normal,MnPrv,7,2,1906,1944,2340.0,4229.0,929.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,393.0,281359.89723764244
794,60,NWAmes,SFoyer,Flat,PosN,Normal,GdWo,6,4,1924,1953,3672.0,7776.0,1168.0,2.0,2.0,0.0,2.0,2.0,4.0,3.0,310.0,0.0,354697.8627342315
795,50,Somerst,SFoyer,Mansard,Norm,Normal,NA,5,6,2009,2010,2354.0,7973.0,365.0,0.0,3.0,0.0,2.0,1.0,5.0,0.0,373.0,0.0,269170.863394922
796,80,OldTown,SLvl,Gambrel,Artery,Normal,GdWo,3,6,1956,1960,1122.0,15630.0,148.0,0.0,3.0,0.0,4.0,1.0,7.0,0.0,275.0,79.0,149661.9683577196
797,75,SawyerW,1Story,Gable,RRAe,Normal,NA,8,6,1969,2010,585.0,8012.0,1532.0,1.0,0.0,0.0,3.0,1.0,7.0,2.0,0.0,0.0,230512.97585465127
798,60,Somerst,1.5Fin,Gambrel,PosN,Partial,NA,3,7,1998,2010,2727.0,14973.0,1916.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,321492.7755494542
799,20,Edwards,2Story,Flat,Feedr,Family,GdWo,1,6,1979,1993,2657.0,7176.0,1723.0,0.0,3.0,1.0,5.0,1.0,9.0,1.0,377.0,0.0,265008.0519626971
800,20,Somerst,SLvl,Flat,Feedr,Normal,NA,8,5,1987,1996,3754.0,12616.0,610.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0,447.0,0.0,401305.707052238
801,75,NAmes,2Story,Hip,Artery,Partial,NA,9,2,1979,2010,4009.0,5381.0,716.0,1.0,0.0,0.0,5.0,2.0,8.0,0.0,517.0,0.0,407850.52103545924
802,20,Edwards,1Story,Gable,Artery,Normal,NA,8,5,1955,1999,1144.0,11831.0,717.0,1.0,2.0,0.0,1.0,1.0,5.0,2.0,266.0,0.0,230905.18472932657
803,75,NridgHt,1.5Fin,Gambrel,Norm,Normal,NA,6,5,1970,1976,1758.0,2995.0,1405.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0,58.0,209.0,257890.81292920362
804,90,SawyerW,SLvl,Hip,Artery,AdjLand,NA,6,5,1932,1954,1330.0,15092.0,1247.0,3.0,2.0,1.0,2.0,2.0,6.0,3.0,551.0,0.0,220419.26240674718
805,85,Sawyer,SLvl,Gable,Norm,Normal,NA,6,2,1998,2010,926.0,2038.0,1592.0,3.0,1.0,0.0,4.0,2.0,6.0,1.0,448.0,388.0,234516.5795985031
806,80,Sawyer,1Story,Flat,RRAe,Normal,NA,6,4,1919,1948,509.0,19986.0,1890.0,3.0,2.0,0.0,3.0,2.0,6.0,1.0,518.0,151.0,207488.12262233
807,45,NridgHt,2Story,Gambrel,RRAe,Normal,GdPrv,7,6,1998,2007,829.0,17020.0,,1.0,2.0,0.0,2.0,1.0,4.0,0.0,434.0,0.0,220912.95378495633
808,75,CollgCr,1Story,Hip,Artery,Normal,NA,6,6,1997,2010,2598.0,12203.0,1325.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,407.0,194.0,303503.49597731855
809,40,Edwards,2Story,Hip,Feedr,Partial,GdPrv,7,8,1915,1933,1107.0,18327.0,1000.0,0.0,3.0,0.0,5.0,2.0,9.0,1.0,758.0,238.0,218037.07024554058
810,90,SawyerW,1.5Fin,Flat,Feedr,Normal,NA,9,7,1978,1992,1278.0,16461.0,1909.0,1.0,2.0,0.0,2.0,1.0,6.0,3.0,0.0,182.0,316969.9914362782
811,30,NAmes,2Story,Mansard,RRAe,Normal,GdPrv,10,6,2009,2010,971.0,4141.0,708.0,1.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,29.0,256874.32020050616
812,70,NWAmes,1Story,Gable,Artery,Normal,GdPrv,4,4,1963,1973,3396.0,15269.0,375.0,0.0,2.0,0.0,1.0,2.0,5.0,3.0,749.0,0.0,301914.14910095016
813,60,Gilbert,1.5Fin,Mansard,PosN,Normal,MnWw,6,6,1937,1972,3042.0,8480.0,757.0,0.0,3.0,0.0,4.0,2.0,7.0,1.0,709.0,0.0,333356.3851390289
814,20,OldTown,1Story,Gable,PosN,Normal,NA,5,3,1997,2010,4348.0,17332.0,1237.0,0.0,1.0,0.0,4.0,1.0,7.0,1.0,0.0,101.0,399788.2337449955
815,40,Sawyer,2Story,Flat,Artery,Partial,NA,6,6,1956,1995,945.0,17480.0,1906.0,2.0,2.0,0.0,4.0,2.0,8.0,1.0,432.0,33.0,240257.08719383786
816,80,NWAmes,1Story,Mansard,Feedr,Normal,MnWw,5,6,1913,1952,1335.0,19158.0,1657.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,359.0,354.0,217145.20101071804
817,75,NAmes,1Story,Mansard,PosN,Abnorml,MnPrv,5,6,1927,1934,2322.0,9843.0,36.0,0.0,1.0,0.0,4.0,2.0,8.0,1.0,797.0,133.0,235337.19540256052
818,30,CollgCr,1.5Fin,Flat,RRAe,Normal,NA,8,5,1975,1981,3096.0,5072.0,1018.0,2.0,2.0,0.0,5.0,1.0,8.0,3.0,364.0,0.0,370798.6854756923
819,30,Gilbert,SLvl,Flat,Norm,Normal,MnPrv,6,7,1950,1989,1020.0,3813.0,318.0,3.0,3.0,1.0,5.0,1.0,8.0,2.0,0.0,0.0,195129.10434499034
820,75,SawyerW,SFoyer,Gambrel,PosN,Normal,GdPrv,9,7,1924,1961,1347.0,4561.0,724.0,1.0,2.0,1.0,5.0,2.0,8.0,0.0,292.0,383.0,257706.19259667106
821,75,NAmes,1Story,Mansard,Feedr,Normal,NA,3,7,1988,2010,2186.0,19848.0,1887.0,1.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,292622.4830029532
822,50,Gilbert,1Story,Gable,Artery,Abnorml,MnPrv,3,6,1913,1933,572.0,12347.0,1969.0,1.0,1.0,0.0,4.0,2.0,8.0,0.0,539.0,72.0,181424.33302008768
823,20,CollgCr,2Story,Hip,Norm,Normal,GdPrv,6,6,1924,1950,2081.0,8008.0,307.0,1.0,2.0,0.0,3.0,1.0,5.0,2.0,0.0,14.0,269010.235022717
824,20,Gilbert,SFoyer,Hip,Artery,Normal,NA,4,3,1951,1951,3534.0,9811.0,281.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,11.0,0.0,325343.4719433549
825,30,Gilbert,SFoyer,Mansard,RRAe,Partial,NA,5,7,1904,1918,2606.0,4698.0,1392.0,3.0,0.0,0.0,2.0,1.0,6.0,1.0,138.0,0.0,317588.3855298435
826,20,NAmes,SLvl,Gable,Norm,Normal,NA,10,6,1943,1969,2236.0,12058.0,821.0,3.0,0.0,0.0,4.0,1.0,8.0,3.0,698.0,249.0,338748.92672639585
827,70,Gilbert,2Story,Gable,Feedr,Normal,NA,5,5,2001,2007,2451.0,9374.0,865.0,1.0,2.0,1.0,5.0,2.0,9.0,0.0,293.0,358.0,275915.5818706354
828,50,NWAmes,1Story,Gable,RRAe,Normal,NA,5,5,2004,2010,4287.0,16263.0,1746.0,3.0,3.0,1.0,4.0,1.0,8.0,0.0,81.0,56.0,404052.47454496793
829,40,NWAmes,1Story,Mansard,PosN,Normal,MnPrv,7,8,1996,1998,2581.0,1891.0,1841.0,3.0,1.0,0.0,5.0,1.0,7.0,0.0,751.0,0.0,345893.51768160064
830,75,NAmes,1Story,Gable,PosN,Normal,NA,6,6,1935,1945,2637.0,18736.0,1800.0,0.0,3.0,0.0,5.0,2.0,8.0,1.0,0.0,0.0,329590.0408836793
831,80,OldTown,1Story,Hip,RRAe,Normal,MnWw,7,6,1907,1956,4223.0,2622.0,1565.0,1.0,3.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,404979.2935814103
832,40,OldTown,SLvl,Flat,PosN,Normal,GdPrv,6,6,1990,2010,1129.0,9222.0,1960.0,2.0,2.0,1.0,5.0,2.0,9.0,2.0,502.0,0.0,236582.68501991374
833,75,Somerst,2Story,Hip,Norm,Normal,GdPrv,8,6,1941,1988,883.0,7801.0,1439.0,1.0,3.0,1.0,5.0,2.0,8.0,2.0,0.0,0.0,241936.1797687939
834,30,CollgCr,SLvl,Gable,Feedr,Normal,NA,4,6,1983,1995,2299.0,14781.0,1769.0,1.0,1.0,1.0,3.0,2.0,7.0,0.0,52.0,242.0,289585.4807328502
835,75,NWAmes,1.5Fin,Flat,Artery,Normal,NA,6,5,1913,1942,1774.0,13676.0,1080.0,1.0,1.0,0.0,4.0,2.0,8.0,2.0,0.0,0.0,232419.27447554132
836,50,Sawyer,1.5Fin,Gambrel,PosN,Normal,MnPrv,7,6,1974,2010,1311.0,5140.0,101.0,2.0,2.0,1.0,4.0,2.0,6.0,1.0,449.0,321.0,224390.368678558
837,30,NWAmes,1.5Fin,Hip,RRAe,Normal,NA,8,7,1965,1982,978.0,10578.0,1632.0,1.0,2.0,1.0,4.0,1.0,8.0,0.0,0.0,209.0,256913.40501318878
838,85,CollgCr,SLvl,Flat,Feedr,Normal,NA,6,3,2002,2010,4012.0,11389.0,1859.0,2.0,2.0,1.0,5.0,1.0,8.0,1.0,265.0,103.0,436694.01461538614
839,40,NAmes,1Story,Flat,Norm,Normal,NA,7,7,1911,1945,2957.0,10081.0,624.0,,1.0,0.0,1.0,2.0,4.0,2.0,0.0,365.0,326684.58089191036
840,85,SawyerW,1Story,Hip,RRAe,Normal,NA,3,5,1945,1986,3263.0,1903.0,856.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,762.0,0.0,299829.10906084
841,50,OldTown,1.5Fin,Gable,Feedr,Normal,MnPrv,5,7,2009,2010,972.0,4794.0,1144.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,0.0,387.0,202133.36072686053
842,80,Gilbert,2Story,Mansard,Feedr,Normal,NA,3,6,1943,1973,1864.0,10819.0,1303.0,,0.0,1.0,3.0,1.0,5.0,3.0,604.0,0.0,222245.53758836281
843,80,SawyerW,1.5Fin,Mansard,Feedr,Partial,NA,8,6,1973,2002,2983.0,6318.0,1349.0,0.0,1.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,348434.6228908255
844,60,NAmes,SFoyer,Flat,Feedr,Normal,NA,5,6,1917,1960,2611.0,11588.0,788.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,405.0,30.0,267900.0462846202
845,80,NAmes,1.5Fin,Mansard,Feedr,Abnorml,NA,8,9,1980,2010,3279.0,4527.0,1708.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,355.0,0.0,407623.58340449654
846,60,NAmes,2Story,Hip,RRAe,Partial,NA,3,6,1930,1948,3177.0,15105.0,1627.0,3.0,2.0,1.0,4.0,1.0,7.0,3.0,343.0,0.0,299528.04904668743
847,75,CollgCr,2Story,Mansard,Norm,Normal,MnWw,8,7,1963,1994,2153.0,4986.0,1884.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,536.0,103.0,320698.3161733449
848,40,NAmes,SFoyer,Flat,Artery,Family,MnWw,8,7,1997,2010,3631.0,13515.0,1151.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,796.0,0.0,383103.6651353635
849,60,NWAmes,2Story,Mansard,PosN,Normal,GdWo,4,5,1973,1984,1538.0,16977.0,154.0,1.0,1.0,0.0,4.0,1.0,8.0,2.0,621.0,0.0,193170.0615120505
850,30,Gilbert,1.5Fin,Gambrel,PosN,Normal,NA,2,5,1952,1977,820.0,8130.0,1691.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,125734.85386256623
851,50,SawyerW,1.5Fin,Mansard,PosN,Abnorml,NA,3,6,1921,1952,4153.0,4080.0,158.0,1.0,3.0,1.0,4.0,2.0,8.0,0.0,9.0,0.0,312880.0583383955
852,20,NWAmes,SFoyer,Flat,Feedr,Normal,NA,8,5,1937,1982,590.0,1606.0,387.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,297.0,184004.58855965038
853,50,SawyerW,SFoyer,Mansard,Norm,Normal,MnPrv,5,5,1994,2010,1634.0,8170.0,570.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,764.0,40.0,240424.33114885585
854,90,OldTown,1.5Fin,Mansard,PosN,Normal,MnPrv,7,6,1923,1931,,3636.0,369.0,3.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,207152.3705474181
855,50,OldTown,2Story,Gambrel,Artery,Normal,GdPrv,6,6,1972,2010,1427.0,17814.0,1447.0,0.0,0.0,1.0,4.0,1.0,6.0,3.0,439.0,50.0,232669.7275875861
856,60,NWAmes,2Story,Hip,Artery,Normal,NA,8,5,1953,1981,2079.0,19501.0,880.0,2.0,1.0,1.0,5.0,2.0,9.0,1.0,259.0,273.0,266705.8249280728
857,90,OldTown,1.5Fin,Gable,Artery,Normal,NA,6,7,1935,1949,1018.0,19641.0,438.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,152.0,13.0,210209.76523327563
858,20,NAmes,2Story,Flat,Norm,Family,GdWo,7,6,1979,2010,2366.0,18563.0,9.0,3.0,2.0,0.0,5.0,2.0,9.0,0.0,0.0,114.0,299323.7379061547
859,80,Gilbert,SFoyer,Gambrel,RRAe,Normal,NA,10,7,1940,1959,4209.0,12354.0,432.0,2.0,1.0,1.0,5.0,2.0,8.0,3.0,250.0,49.0,423795.3472326969
860,70,NWAmes,2Story,Mansard,Feedr,Normal,GdPrv,5,4,1931,1949,1045.0,7514.0,,2.0,3.0,1.0,2.0,1.0,5.0,3.0,470.0,373.0,236437.13223233412
861,50,SawyerW,SFoyer,Gambrel,Feedr,Normal,MnPrv,8,6,1958,1999,4206.0,9761.0,1588.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,227.0,414626.4420730503
862,45,SawyerW,SFoyer,Gambrel,RRAe,Normal,NA,3,2,1984,2010,2144.0,6288.0,592.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,232032.2291275224
863,75,CollgCr,SLvl,Flat,RRAe,Partial,MnWw,6,7,1995,2010,2869.0,17044.0,146.0,1.0,2.0,0.0,4.0,2.0,6.0,0.0,750.0,0.0,309987.2725365579
864,60,Sawyer,1Story,Mansard,PosN,Normal,MnWw,9,5,1969,1987,2266.0,9573.0,1114.0,2.0,0.0,1.0,4.0,1.0,8.0,3.0,442.0,0.0,303452.6194289562
865,50,NWAmes,SFoyer,Hip,RRAe,Normal,GdPrv,7,9,1973,2010,1766.0,8624.0,1565.0,2.0,3.0,1.0,4.0,1.0,6.0,0.0,0.0,191.0,272464.1223408833
866,80,Gilbert,1Story,Gambrel,Norm,Abnorml,NA,7,5,1987,1995,936.0,14263.0,140.0,3.0,2.0,0.0,4.0,2.0,6.0,0.0,465.0,0.0,244080.72584565292
867,50,NWAmes,2Story,Flat,Artery,Normal,NA,5,6,1929,1966,2873.0,8415.0,,1.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,349.0,331135.44525040634
868,85,NWAmes,1Story,Flat,Artery,Normal,MnPrv,6,5,1927,1956,4166.0,8101.0,341.0,3.0,1.0,0.0,3.0,2.0,7.0,0.0,381.0,0.0,346274.7849245716
869,45,Somerst,1Story,Hip,Feedr,Alloca,NA,6,6,1953,1995,2583.0,5705.0,515.0,1.0,3.0,0.0,5.0,1.0,9.0,0.0,451.0,377.0,257811.7994236564
870,80,NAmes,1Story,Gambrel,Artery,Normal,NA,7,6,1970,1991,2896.0,2744.0,1245.0,0.0,3.0,0.0,2.0,2.0,6.0,2.0,610.0,0.0,337518.5809841518
871,70,Somerst,1Story,Mansard,Artery,Normal,NA,6,6,1971,2010,3074.0,2202.0,102.0,2.0,0.0,1.0,5.0,1.0,7.0,0.0,0.0,0.0,273696.26912190084
872,90,OldTown,SLvl,Flat,RRAe,Normal,NA,6,5,1917,1917,2054.0,8951.0,611.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,331.0,0.0,235824.88918112728
873,50,CollgCr,1Story,Gable,PosN,Normal,MnPrv,6,4,1986,2010,982.0,19912.0,277.0,1.0,3.0,1.0,5.0,2.0,9.0,2.0,0.0,209.0,207166.81215598865
874,40,CollgCr,2Story,Gable,RRAe,Normal,NA,5,4,1940,1943,2527.0,6320.0,429.0,3.0,1.0,1.0,4.0,1.0,6.0,0.0,681.0,0.0,266058.42416702927
875,50,Gilbert,SFoyer,Gable,PosN,Normal,NA,6,10,1997,2010,3975.0,13359.0,1546.0,3.0,2.0,1.0,4.0,1.0,8.0,3.0,390.0,0.0,441382.5742267374
876,75,NridgHt,SLvl,Flat,PosN,Normal,NA,4,6,1980,1989,1756.0,7511.0,457.0,1.0,3.0,0.0,4.0,1.0,6.0,0.0,261.0,319.0,243966.84358688255
877,60,NridgHt,SLvl,Gable,RRAe,Abnorml,NA,9,1,2009,2010,3985.0,7100.0,86.0,0.0,1.0,0.0,5.0,1.0,9.0,2.0,477.0,300.0,376321.2322075176
878,90,Sawyer,1Story,Hip,Feedr,Normal,NA,7,9,1970,2008,3917.0,4514.0,429.0,0.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,379.0,337002.1125429514
879,30,NridgHt,SLvl,Gambrel,Artery,Normal,NA,4,2,1958,1963,1479.0,11923.0,173.0,0.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,179.0,191329.19232475365
880,45,Gilbert,SFoyer,Gambrel,Norm,Normal,NA,7,6,1920,1964,2800.0,13688.0,1245.0,3.0,0.0,0.0,5.0,2.0,8.0,3.0,714.0,0.0,362066.2017166408
881,120,NAmes,1Story,Gambrel,PosN,Normal,NA,8,7,1944,1956,3490.0,7978.0,1945.0,3.0,0.0,0.0,1.0,2.0,5.0,3.0,626.0,62.0,404440.77265490533
882,85,NWAmes,1.5Fin,Gambrel,Norm,Normal,MnPrv,5,8,1995,2010,2479.0,11242.0,335.0,2.0,2.0,1.0,4.0,1.0,8.0,1.0,0.0,0.0,289171.38338021317
883,20,Somerst,SLvl,Gable,Feedr,Normal,NA,5,7,1942,1946,3297.0,10308.0,1457.0,2.0,0.0,1.0,2.0,1.0,4.0,0.0,359.0,241.0,317441.96611198824
884,120,CollgCr,2Story,Mansard,PosN,Abnorml,NA,1,6,1905,1910,4143.0,6510.0,725.0,1.0,3.0,0.0,5.0,2.0,8.0,3.0,274.0,21.0,316589.0705215018
885,60,NWAmes,1Story,Hip,Norm,Normal,NA,3,9,1927,1939,3009.0,14296.0,143.0,0.0,2.0,1.0,5.0,1.0,8.0,2.0,450.0,0.0,234303.86576549764
886,75,Sawyer,SLvl,Gable,Artery,Partial,MnPrv,8,3,1966,1992,3851.0,11746.0,1375.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,565.0,0.0,393690.4809071887
887,20,NAmes,SLvl,Mansard,Artery,AdjLand,NA,10,10,1969,1996,3703.0,2718.0,419.0,2.0,1.0,0.0,3.0,2.0,7.0,0.0,0.0,65.0,386047.175319266
888,30,CollgCr,SLvl,Flat,Feedr,Normal,NA,3,7,2009,2010,3751.0,10615.0,1027.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,312.0,333744.3434874312
889,80,NAmes,SLvl,Hip,Feedr,Normal,MnPrv,8,8,2003,2010,3909.0,8703.0,1014.0,0.0,1.0,1.0,3.0,1.0,5.0,2.0,11.0,238.0,421437.42413034284
890,45,OldTown,SLvl,Hip,RRAe,Normal,GdPrv,4,5,1958,1995,1402.0,16225.0,1194.0,,2.0,0.0,5.0,1.0,8.0,1.0,46.0,192.0,228209.06868635985
891,30,NAmes,1.5Fin,Flat,RRAe,Normal,NA,7,4,1961,1961,573.0,7172.0,,2.0,1.0,0.0,2.0,2.0,6.0,3.0,340.0,293.0,157775.0627898146
892,80,Sawyer,1Story,Flat,Artery,Abnorml,MnPrv,8,6,1988,2002,,19185.0,501.0,1.0,1.0,1.0,5.0,2.0,7.0,2.0,633.0,0.0,232750.94166230634
893,40,NridgHt,SFoyer,Gable,Artery,Normal,GdPrv,6,6,1905,1913,1498.0,12877.0,1474.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,0.0,129.0,237938.26435232643
894,90,SawyerW,2Story,Gable,Feedr,Normal,NA,2,6,1966,1972,3260.0,3917.0,1865.0,0.0,2.0,0.0,5.0,2.0,9.0,3.0,646.0,0.0,314837.00132385106
895,40,Sawyer,1.5Fin,Mansard,RRAe,Partial,MnWw,7,8,1952,1981,2539.0,8962.0,23.0,1.0,2.0,0.0,4.0,2.0,7.0,1.0,0.0,54.0,274254.6578457212
896,20,Gilbert,SFoyer,Flat,Norm,Family,NA,10,6,1986,2010,2374.0,17852.0,827.0,1.0,2.0,1.0,5.0,2.0,8.0,3.0,0.0,101.0,369221.72411194525
897,50,NridgHt,SLvl,Mansard,Norm,Normal,MnPrv,5,5,1988,2010,536.0,6209.0,,2.0,1.0,1.0,3.0,1.0,6.0,1.0,706.0,0.0,205487.7180980172
898,45,NAmes,2Story,Gambrel,RRAe,Family,MnWw,5,6,1972,2010,3234.0,14538.0,573.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,758.0,74.0,290557.056023208
899,75,NAmes,2Story,Gambrel,Norm,Normal,GdWo,4,4,1972,2001,1956.0,15992.0,,0.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,239.0,217560.40809753543
900,40,Gilbert,SFoyer,Hip,RRAe,Normal,NA,7,5,1976,1978,3542.0,14312.0,1808.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,356.0,0.0,353605.33968988206
901,120,NAmes,1Story,Mansard,Norm,Normal,MnPrv,7,4,1964,1981,951.0,3172.0,1937.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,185.0,249139.47904476905
